Reviews,Ratings,Food,Service,Ambience,Dates
Great restaurant.  waiters exceptional.  very knowledgeable.  Food was really good except for steak was too salty....very tender.,5,4,5,5,January 1 2024
We had a great meal. but for what we spent. the service wasn’t great. I got one cocktail and never was asked if I wanted another until talks of desserts started. Had the potential to be a great meal. but for the price I would say it isn’t worth it.,3,5,2,3,January 1 2024
outstanding . history. culture. class. yes expensive but you get what you pay for and they all deliver...will come everytime a new bucket list ritual,5,5,5,5,December 31 2023
We had the private mobsters toom.  Carlos and James were fantastic waiters.  Great experience!,5,5,5,5,December 31 2023
Heard many wonderful things about this place and decided to try it. I was told this place was a must. We were visiting from Miami and although we could not book at table right away . we were called for an opening for my Husbands BD. Food was amazing. A staple while  visiting Las Vegas.,5,5,5,5,December 31 2023
The server that took our order was dismissive and at times condescending he got our mistral temperatures wrong .    Everyone else was courteous and helpful.   Including the wine steward who em helped us pick the perfect compliment to our steak’s,4,4,4,5,December 31 2023
First time. did not disappoint. Old school steakhouse that is actually old school.  That's the charm.  Food was awesome Tomahawk steak was the star. Cocktails were tasty. I only rated it a bit noisy as there was a large party in the bar when we arrived. however tableside noise was fine once we got to our booth. Service was stellar! It is not fancy schmancyl is a Steak House and please respect this place and try to dress up. Take some photos! Share and like!,5,5,5,5,December 30 2023
Enjoyed the table side Ceasar salad preparation as well as the bananas foster.  Enjoyed our dinners with everything prepared to order and seasoned well,5,5,5,5,December 30 2023
The best dining experience I’ve ever had. The service. food and ambience were top notch.,5,5,5,5,December 30 2023
The food is good.  but not worth the price.  It could be better for this price tag.  Specifically.  I didn't think the famous lobster tail tasted like anything even with the butter all over it.  Mashed potatoes were flavorless though creamy.  Best thing was the Wedge salad.,4,3,5,5,December 30 2023
they didn’t let us in because we were wearing pants,1,1,1,1,December 30 2023
Muy buen servicio y la comida excelente . la variedad de bebidas y los platos para todos los gustos,5,5,5,4,December 29 2023
Walking back in time once you walk in - seemed to be well maintained space. Food was good. Glad we went. Wish there was less of a middle ground for dress code - athletic pants aren't allowed. but a hoodie is - doesn't make sense. Either way. glad we went. Attentive staff and lovely evening.,5,5,5,5,December 29 2023
Food was excellent service was superb highly recommended Door man was awesome,5,5,5,5,December 29 2023
Delicious and memorable experience! My husband has been wanting to eat here for years! Must have a reservation to get private room.,5,5,5,5,December 28 2023
We LOVED it!!! We hope to return.   This is one of my favorite Vegas steakhouses,5,5,5,5,December 28 2023
Best steak in the country.  Seriously. the best food and service.,5,5,5,5,December 28 2023
Fantastic dinner! Old school Vegas place with the wonderful vibe.,5,5,5,5,December 28 2023
Booked reservations months in advance to be able to dine at this amazing restaurant. To say we were treated like royalty is an understatement. but the service is exquisite. Food was far superior to anything I've ever had at any other steakhouse and I would recommend the prime rib to anyone who wants their life changed with one bite. Absolutely spectacular experience from start to finish. even going as far as to help an elderly man reserve a taxi after his meal was finished. Just do it. you won't be disappointed.,5,5,5,5,December 28 2023
I've been having a number of meals to celebrate my 60th. All have been excellent but the Golden Steer was the best. As busy as the restaurant was. the meal came in a reasonable time. the service was excellent. and the steak and lobster tail were cooked to perfection. If you can get a reservation (it took me two months). it's worth the wait,5,5,5,5,December 25 2023
Amazing food and great staff. A member of staff even took us back to our hotel after we had finished. We couldn’t have asked for a better meal and will definitely come back!,5,5,5,5,December 25 2023
Staff was exceptional. Dealt with a troubled customer very respectfully. Some people don’t know how to appreciate what these customer service people do for us I’m sure they would all much rather be with their families on Christmas Eve than to be dealing with some A-hole. Thank you golden steer staff experience was well worth it. will definitely be back.,5,5,5,5,December 25 2023
The Golden Steer delivered sheer bliss! Ambiance. Christmas decor. great bartenders. awesome service and absolutely delicious food. Loved the filet. crab legs. lobster. wedge salad. and double baked potato! Our sommelier Jason even shared some wonderful tidbits of past history at the Steer. A true LV gem!,5,5,5,5,December 25 2023
Erich was absolutely fantastic! He made our Caesar salad and bananas foster. He provided the best conversation and answered all of our questions. We would love to come see him again soon!,5,5,5,5,December 25 2023
This was one of the best dinning experiences I have ever had. The service is top notch. food is phenomenal. and the history of the location is unmatched. I can’t wait to go back! 🤩,5,5,5,5,December 25 2023
Experience was beyond what I expected. Took my son and gf for Xmas Eve they absolutely loved it and want to go again this Xmas. Service and food left us speechless!!,5,5,5,5,December 25 2023
A great big thank you to Ms. Wendy for her hospitality and kindness. and Brian for excellent table service. We shared the wedge salad. the 12 oz Aristocrat Filet Mignon. with a side of grilled asparagus. Everything was done to perfection. Golden Steer Steakhouse is a Las Vegas legend.  We love it.,5,5,5,5,December 25 2023
It lived up to the hype. Wife and I were very pleased. Appreciate everyone working that helped us have a memorable night.,5,5,5,5,December 25 2023
