Reviews,Ratings,Food,Service,Ambience,Dates
Making a reservation is the only way to do it.  The host checked us in quickly.  We paid easily and were guided to table.  Basically. close to 0 wait time.    Great food.  So worth the money and effort.  And the service was outstanding!,5,5,5,5,August 11 2024
Variety of food was very good but quality suffered. Out of everything tried only 3 savory dishes were better than average and one dessert. 50/50 on staff being very friendly or completely indifferent.,3,3,3,3,August 11 2024
Great experience  and great food. Attentive staff,5,5,5,5,August 10 2024
Was not a good value at all compared to wicked spoon which has better tasting food and costs half the price ￼,3,3,5,4,August 10 2024
It was a bit pricey since we went on the weekend. For about $100 per head. not sure if it’s worth it. It should have been $50 maximum - food was all fresh but nothing was outstanding apart from one dessert. Great staff - our server was incredible! we probably won’t do it again at that price but I suppose it was an experience we had to have.,3,3,4,4,August 10 2024
Wide variety of dishes with good quality. but don't expect delicacy.,4,4,4,4,August 10 2024
It was our first time dining here. we came for brunch. There were plenty of different food options and the service was great.,5,5,5,5,August 10 2024
The most food i want to eat for this buffet is crab. but after we buy the tickets. we find out we only have one and half hours to eat. that was shortest time we ever had for buffet. and very disappointed that i don't have enough time to enjoy my food.,3,3,4,4,August 10 2024
No prices displayed anywhere so we were a little surprised that a buffet was going to cost us $90 plus tax each. extra for alcohol.  We booked a table at 8.45pm and then had to stand in a queue for another 15 minutes to be seated.  The atmosphere was not good. the food was nice. but you had to line up for everything. so it took ages to get anything.  I would say that if you like seafood it’s the place to go and try everything. I wouldn’t go again.,3,3,4,1,August 10 2024
Food was great so many options. Come hungry or you will not get your moneys worth,5,5,4,5,August 10 2024
Lots of options. but not the best in taste. Dry brisket. undercooked pork belly. bland sushi. Seafood bar was decent.,3,3,5,3,August 10 2024
Everything was great even for those with allergies as we had. Would definitely recommend and come again. If i had to complain the meat was overdone but understandable as well as it is a Buffet,5,4,5,5,August 10 2024
Definitely need to experience this buffet at least once. Well worth it.,5,5,5,5,August 10 2024
Great love the deserts so many options. My husband loved the meat station said everything was great,5,5,5,5,August 10 2024
The crab legs were outstanding!!! Even though the price seems high. it was worth every penny!Everything was delicious and I plan to get every time I’m in Vegas. I highly recommend!,5,5,5,5,August 9 2024
I think it depends what you go there for. My daughter loves crab legs so she had a 6 plates of steamed crab legs. My  bonus mom loved the prime rib. I liked the brisket and deserts. Do I feel it was worth $90. I’m still on the fence about that. It was a family dinner for 8 and they sat us quick and our server was Amazing. In Vegas you are really paying for the experience. And it was an experience.,4,4,5,5,August 9 2024
The variety of options is good. but for the price you may expect much more. Also the. taste of the food was average at most. One of our party members felt sick immediately after finishing eating. so. considering the aboved mentioned cost. the experience is not recommendable,3,2,4,4,August 9 2024
Great top tier buffet. great service. great food and i couldnt say much else. It was stellar,5,5,5,5,August 9 2024
They should keep the crab legs whole instead of breaking the legs individually for the warmed crab legs! We paid over $250. stop being cheap about it.,3,4,4,4,August 9 2024
Portions was great. food was amazing and it’s worth the price.,5,5,5,5,August 9 2024
Amazing and excellent venue all around!  I recommend it worth the price!,5,5,5,5,August 9 2024
Food is exceptional always worth it.  High price point but worth it if they don’t rush you,4,5,4,3,August 9 2024
I absolutely love the staff dedication. and the authenticity of the food,5,5,5,5,August 9 2024
The buffet has a lot of options to choose from but it is not worth $85 per person.,3,2,3,5,August 9 2024
Excelente variedad de comidas. para todos los gustos. Nunca falto algo. Se destaca la atención del Personal de cocina y mozos. atentos todo el tiempo.,5,5,5,5,August 9 2024
A table server was mean because of the tip. The experience of Bacchanal Buffet was bad owing to her.,2,3,1,1,August 9 2024
A very expensive buffet but the food does not meet the price expectations,3,2,5,4,August 9 2024
The food was amazing there is so much to choose from. literally something for everyone.  Would highly recommend a reservation and still expect a 20-30 minute wait in line,5,5,4,5,August 9 2024
They asked for the occasion and they gave us a round table that would fit everyone. Very nice.,5,5,4,5,August 9 2024
Excellent selection! Great quality worth the money and experience.,5,5,5,5,August 9 2024
Overall it’s an incredible buffet. just wish it was slightly more affordable.,4,5,5,5,August 8 2024
The food and service were great.  It's just a little pricy from the last time I was there.,5,4,5,5,August 8 2024
Incredible as always!!! Every time I come to Vegas. I make sure to stop by. And I'll be back again next time!,5,5,5,5,August 8 2024
